id,Y
56376,1
56377,0
56378,0
56379,0
56380,1
56381,0
56382,1
56383,1
56384,1
56385,0
56386,0
56387,1
56388,0
56389,0
56390,1
56391,0
56392,1
56393,0
56394,1
56395,1
56396,1
56397,0
56398,1
56399,0
56400,1
56401,1
56402,0
56403,0
56404,1
56405,0
56406,1
56407,1
56408,0
56409,1
56410,0
56411,0
56412,1
56413,1
56414,0
56415,0
56416,1
56417,1
56418,1
56419,0
56420,1
56421,1
56422,1
56423,0
56424,0
56425,0
56426,0
56427,0
56428,1
56429,0
56430,1
56431,1
56432,0
56433,1
56434,1
56435,1
56436,0
56437,0
56438,0
56439,1
56440,1
56441,1
56442,1
56443,1
56444,0
56445,1
56446,1
56447,0
56448,0
56449,1
56450,0
56451,0
56452,1
56453,0
56454,0
56455,0
56456,1
56457,1
56458,1
56459,1
56460,0
56461,1
56462,1
56463,1
56464,1
56465,1
56466,0
56467,1
56468,1
56469,1
56470,1
56471,0
56472,0
56473,1
56474,1
56475,1
56476,1
56477,1
56478,0
56479,0
56480,1
56481,1
56482,1
56483,0
56484,1
56485,1
56486,1
56487,0
56488,1
56489,0
56490,1
56491,1
56492,0
56493,0
56494,1
56495,1
56496,0
56497,1
56498,0
56499,1
56500,1
56501,1
56502,1
56503,0
56504,1
56505,1
56506,0
56507,1
56508,1
56509,0
56510,1
56511,1
56512,0
56513,1
56514,1
56515,1
56516,1
56517,1
56518,1
56519,1
56520,1
56521,1
56522,1
56523,1
56524,0
56525,1
56526,0
56527,1
56528,1
56529,0
56530,1
56531,1
56532,1
56533,0
56534,1
56535,0
56536,1
56537,0
56538,1
56539,1
56540,1
56541,0
56542,0
56543,0
56544,1
56545,1
56546,0
56547,1
56548,0
56549,0
56550,0
56551,0
56552,1
56553,0
56554,0
56555,1
56556,0
56557,0
56558,1
56559,0
56560,1
56561,0
56562,0
56563,1
56564,1
56565,1
56566,1
56567,0
56568,0
56569,1
56570,0
56571,1
56572,0
56573,0
56574,0
56575,0
56576,0
56577,0
56578,1
56579,1
56580,1
56581,1
56582,0
56583,0
56584,1
56585,0
56586,0
56587,0
56588,0
56589,0
56590,1
56591,0
56592,0
56593,1
56594,1
56595,1
56596,0
56597,0
56598,1
56599,1
56600,0
56601,1
56602,1
56603,1
56604,1
56605,1
56606,0
56607,0
56608,0
56609,1
56610,1
56611,1
56612,1
56613,0
56614,1
56615,0
56616,0
56617,0
56618,1
56619,0
56620,1
56621,1
56622,0
56623,1
56624,0
56625,1
56626,1
56627,1
56628,0
56629,0
56630,1
56631,0
56632,1
56633,0
56634,1
56635,1
56636,0
56637,1
56638,0
56639,0
56640,0
56641,1
56642,0
56643,0
56644,1
56645,0
56646,1
56647,0
56648,0
56649,1
56650,0
56651,0
56652,1
56653,0
56654,1
56655,0
56656,0
56657,1
56658,1
56659,0
56660,0
56661,1
56662,1
56663,0
56664,0
56665,0
56666,1
56667,0
56668,0
56669,1
56670,0
56671,0
56672,0
56673,1
56674,0
56675,1
56676,1
56677,1
56678,1
56679,0
56680,1
56681,0
56682,1
56683,1
56684,0
56685,1
56686,0
56687,0
56688,1
56689,0
56690,1
56691,1
56692,0
56693,0
56694,0
56695,1
56696,0
56697,1
56698,0
56699,0
56700,1
56701,1
56702,0
56703,1
56704,1
56705,0
56706,1
56707,1
56708,0
56709,1
56710,1
56711,0
56712,0
56713,0
56714,1
56715,0
56716,1
56717,0
56718,0
56719,0
56720,0
56721,0
56722,1
56723,1
56724,0
56725,0
56726,1
56727,1
56728,1
56729,1
56730,1
56731,0
56732,1
56733,0
56734,1
56735,1
56736,0
56737,1
56738,1
56739,1
56740,1
56741,0
56742,1
56743,1
56744,1
56745,0
56746,1
56747,0
56748,1
56749,1
56750,1
56751,0
56752,1
56753,1
56754,1
56755,1
56756,1
56757,0
56758,0
56759,1
56760,0
56761,0
56762,0
56763,0
56764,0
56765,1
56766,1
56767,1
56768,1
56769,1
56770,1
56771,0
56772,0
56773,1
56774,0
56775,1
56776,1
56777,1
56778,0
56779,1
56780,0
56781,1
56782,0
56783,1
56784,1
56785,1
56786,0
56787,0
56788,0
56789,1
56790,0
56791,1
56792,0
56793,1
56794,1
56795,0
56796,0
56797,1
56798,0
56799,1
56800,0
56801,1
56802,0
56803,0
56804,1
56805,0
56806,0
56807,1
56808,1
56809,0
56810,1
56811,1
56812,0
56813,0
56814,1
56815,1
56816,1
56817,1
56818,1
56819,1
56820,0
56821,1
56822,1
56823,0
56824,0
56825,0
56826,0
56827,1
56828,1
56829,1
56830,1
56831,1
56832,0
56833,0
56834,1
56835,1
56836,1
56837,1
56838,1
56839,0
56840,0
56841,0
56842,1
56843,1
56844,0
56845,0
56846,0
56847,0
56848,0
56849,0
56850,1
56851,0
56852,0
56853,1
56854,0
56855,0
56856,0
56857,0
56858,0
56859,1
56860,1
56861,1
56862,0
56863,1
56864,0
56865,1
56866,0
56867,0
56868,1
56869,0
56870,0
56871,1
56872,1
56873,0
56874,1
56875,1
56876,1
56877,1
56878,1
56879,1
56880,0
56881,1
56882,0
56883,1
56884,1
56885,0
56886,0
56887,0
56888,1
56889,0
56890,0
56891,1
56892,0
56893,0
56894,0
56895,1
56896,1
56897,1
56898,1
56899,0
56900,1
56901,1
56902,1
56903,1
56904,1
56905,1
56906,1
56907,0
56908,0
56909,1
56910,1
56911,0
56912,0
56913,0
56914,1
56915,1
56916,1
56917,0
56918,1
56919,1
56920,0
56921,1
56922,1
56923,1
56924,0
56925,0
56926,0
56927,0
56928,0
56929,0
56930,1
56931,0
56932,1
56933,1
56934,0
56935,0
56936,0
56937,1
56938,1
56939,1
56940,1
56941,0
56942,1
56943,0
56944,0
56945,1
56946,0
56947,1
56948,0
56949,0
56950,0
56951,0
56952,0
56953,1
56954,0
56955,1
56956,1
56957,0
56958,0
56959,1
56960,1
56961,1
56962,0
56963,0
56964,0
56965,1
56966,0
56967,1
56968,1
56969,1
56970,1
56971,0
56972,0
56973,0
56974,1
56975,0
56976,1
56977,1
56978,0
56979,1
56980,1
56981,0
56982,1
56983,1
56984,1
56985,1
56986,0
56987,1
56988,0
56989,0
56990,1
56991,0
56992,0
56993,1
56994,0
56995,0
56996,1
56997,0
56998,1
56999,0
57000,1
57001,0
57002,1
57003,1
57004,1
57005,1
57006,1
57007,0
57008,0
57009,1
57010,1
57011,0
57012,0
57013,1
57014,0
57015,1
57016,0
57017,0
57018,0
57019,1
57020,0
57021,0
57022,1
57023,0
57024,0
57025,0
57026,1
57027,0
57028,1
57029,0
57030,0
57031,1
57032,1
57033,1
57034,1
57035,1
57036,1
57037,0
57038,1
57039,0
57040,0
57041,0
57042,1
57043,0
57044,0
57045,0
57046,0
57047,1
57048,1
57049,1
57050,1
57051,1
57052,1
57053,1
57054,1
57055,1
57056,0
57057,0
57058,0
57059,1
57060,1
57061,1
57062,0
57063,1
57064,1
57065,0
57066,1
57067,0
57068,1
57069,1
57070,0
57071,1
57072,1
57073,0
57074,1
57075,0
57076,1
57077,0
57078,0
57079,0
57080,1
57081,0
57082,0
57083,0
57084,1
57085,1
57086,0
57087,1
57088,0
57089,1
57090,0
57091,0
57092,0
57093,0
57094,1
57095,1
57096,1
57097,1
57098,0
57099,1
57100,1
57101,0
57102,1
57103,0
57104,0
57105,0
57106,1
57107,1
57108,0
57109,1
57110,1
57111,0
57112,1
57113,1
57114,0
57115,1
57116,0
57117,1
57118,1
57119,0
57120,0
57121,1
57122,0
57123,1
57124,0
57125,0
57126,1
57127,1
57128,1
57129,1
57130,0
57131,0
57132,0
57133,1
57134,1
57135,0
57136,0
57137,1
57138,0
57139,0
57140,0
57141,1
57142,0
57143,1
57144,0
57145,0
57146,1
57147,1
57148,1
57149,1
57150,1
57151,0
57152,1
57153,0
57154,1
57155,0
57156,0
57157,1
57158,1
57159,1
57160,0
57161,1
57162,1
57163,0
57164,1
57165,1
57166,0
57167,0
57168,1
57169,0
57170,1
57171,0
57172,1
57173,0
57174,0
57175,1
57176,1
57177,0
57178,0
57179,0
57180,0
57181,1
57182,1
57183,1
57184,1
57185,0
57186,1
57187,1
57188,1
57189,1
57190,0
57191,1
57192,1
57193,0
57194,1
57195,1
57196,1
57197,0
57198,0
57199,0
57200,1
57201,1
57202,1
57203,1
57204,1
57205,1
57206,0
57207,0
57208,1
57209,0
57210,1
57211,0
57212,1
57213,0
57214,1
57215,1
57216,0
57217,0
57218,1
57219,0
57220,0
57221,0
57222,1
57223,0
57224,0
57225,1
57226,0
57227,0
57228,0
57229,1
57230,1
57231,0
57232,1
57233,1
57234,0
57235,0
57236,0
57237,0
57238,0
57239,0
57240,1
57241,0
57242,0
57243,0
57244,0
57245,1
57246,1
57247,0
57248,0
57249,1
57250,1
57251,0
57252,0
57253,1
57254,0
57255,1
57256,0
57257,1
57258,1
57259,0
57260,1
57261,0
57262,0
57263,1
57264,1
57265,0
57266,0
57267,1
57268,0
57269,0
57270,0
57271,0
57272,1
57273,0
57274,0
57275,0
57276,0
57277,1
57278,0
57279,0
57280,0
57281,0
57282,1
57283,1
57284,1
57285,1
57286,0
57287,0
57288,0
57289,0
57290,1
57291,0
57292,1
57293,0
57294,0
57295,1
57296,1
57297,1
57298,0
57299,1
57300,1
57301,1
57302,0
57303,0
57304,1
57305,0
57306,1
57307,1
57308,1
57309,1
57310,1
57311,1
57312,1
57313,0
57314,1
57315,0
57316,0
57317,1
57318,0
57319,0
57320,0
57321,0
57322,1
57323,1
57324,1
57325,1
57326,1
57327,0
57328,0
57329,0
57330,0
57331,0
57332,1
57333,1
57334,0
57335,1
57336,0
57337,1
57338,1
57339,1
57340,0
57341,1
57342,0
57343,0
57344,1
57345,0
57346,1
57347,0
57348,0
57349,0
57350,1
57351,1
57352,1
57353,0
57354,0
57355,1
57356,0
57357,1
57358,0
57359,1
57360,1
57361,1
57362,1
57363,0
57364,1
57365,0
57366,1
57367,1
57368,1
57369,1
57370,0
57371,0
57372,1
57373,0
57374,1
57375,1
57376,1
57377,0
57378,0
57379,1
57380,0
57381,1
57382,0
57383,1
57384,1
57385,1
57386,1
57387,0
57388,0
57389,1
57390,1
57391,1
57392,1
57393,1
57394,0
57395,1
57396,0
57397,0
57398,0
57399,1
57400,0
57401,1
57402,1
57403,0
57404,1
57405,1
57406,0
57407,1
57408,1
57409,1
57410,1
57411,0
57412,1
57413,0
57414,1
57415,1
57416,1
57417,0
57418,1
57419,0
57420,1
57421,0
57422,0
57423,1
57424,1
57425,1
57426,0
57427,1
57428,0
57429,1
57430,0
57431,1
57432,1
57433,0
57434,1
57435,0
57436,1
57437,0
57438,0
57439,1
57440,0
57441,1
57442,1
57443,1
57444,1
57445,1
57446,0
57447,0
57448,1
57449,0
57450,0
57451,1
57452,1
57453,1
57454,0
57455,1
57456,1
57457,1
57458,0
57459,0
57460,1
57461,1
57462,1
57463,0
57464,0
57465,0
57466,1
57467,0
57468,0
57469,1
57470,1
57471,1
57472,1
57473,1
57474,0
57475,0
57476,1
57477,0
57478,0
57479,1
57480,1
57481,0
57482,1
57483,1
57484,0
57485,0
57486,0
57487,1
57488,1
57489,1
57490,0
57491,1
57492,1
57493,1
57494,1
57495,0
57496,0
57497,0
57498,1
57499,1
57500,1
57501,0
57502,1
57503,0
57504,1
57505,1
57506,0
57507,1
57508,1
57509,1
57510,0
57511,0
57512,1
57513,0
57514,1
57515,0
57516,1
57517,0
57518,1
57519,0
57520,1
57521,0
57522,0
57523,0
57524,0
57525,1
57526,1
57527,1
57528,0
57529,1
57530,1
57531,0
57532,1
57533,0
57534,0
57535,0
57536,0
57537,1
57538,0
57539,0
57540,0
57541,1
57542,0
57543,1
57544,0
57545,0
57546,1
57547,0
57548,1
57549,1
57550,1
57551,0
57552,1
57553,0
57554,1
57555,1
57556,1
57557,0
57558,0
57559,1
57560,0
57561,0
57562,1
57563,0
57564,1
57565,0
57566,0
57567,1
57568,0
57569,1
57570,1
57571,1
57572,0
57573,0
57574,1
57575,1
57576,1
57577,0
57578,0
57579,0
57580,0
57581,1
57582,1
57583,1
57584,1
57585,1
57586,0
57587,1
57588,1
57589,0
57590,1
57591,0
57592,1
57593,1
57594,0
57595,0
57596,1
57597,0
57598,1
57599,1
57600,0
57601,0
57602,0
57603,1
57604,1
57605,1
57606,0
57607,1
57608,1
57609,0
57610,0
57611,0
57612,0
57613,0
57614,1
57615,1
57616,0
57617,0
57618,1
57619,0
57620,0
57621,0
57622,1
57623,0
57624,1
57625,0
57626,1
57627,1
57628,1
57629,0
57630,0
57631,1
57632,1
57633,0
57634,1
57635,0
57636,0
57637,1
57638,0
57639,1
57640,0
57641,0
57642,0
57643,1
57644,1
57645,0
57646,0
57647,1
57648,0
57649,0
57650,1
57651,0
57652,1
57653,1
57654,1
57655,1
57656,1
57657,0
57658,0
57659,0
57660,0
57661,1
57662,1
57663,1
57664,1
57665,0
57666,0
57667,0
57668,1
57669,1
57670,1
57671,1
57672,0
57673,0
57674,1
57675,1
57676,1
57677,1
57678,0
57679,1
57680,1
57681,0
57682,0
57683,1
57684,1
57685,0
57686,1
57687,1
57688,0
57689,1
57690,0
57691,1
57692,0
57693,1
57694,1
57695,0
57696,1
57697,0
57698,1
57699,0
57700,1
57701,1
57702,1
57703,1
57704,0
57705,1
57706,1
57707,0
57708,0
57709,1
57710,1
57711,1
57712,0
57713,0
57714,0
57715,0
57716,1
57717,1
57718,1
57719,1
57720,1
57721,1
57722,0
57723,1
57724,1
57725,1
57726,0
57727,1
57728,0
57729,0
57730,0
57731,0
57732,1
57733,0
57734,0
57735,0
57736,1
57737,0
57738,0
57739,0
57740,1
57741,0
57742,0
57743,0
57744,1
57745,1
57746,1
57747,1
57748,1
57749,1
57750,1
57751,0
57752,0
57753,0
57754,1
57755,1
57756,1
57757,1
57758,1
57759,1
57760,0
57761,1
57762,0
57763,0
57764,0
57765,1
57766,1
57767,1
57768,1
57769,1
57770,1
57771,1
57772,1
57773,1
57774,1
57775,0
57776,1
57777,1
57778,0
57779,0
57780,0
57781,0
57782,0
57783,1
57784,0
57785,1
57786,1
57787,0
57788,1
57789,0
57790,0
57791,0
57792,0
57793,1
57794,1
57795,0
57796,1
57797,0
57798,1
57799,0
57800,1
57801,1
57802,1
57803,0
57804,0
57805,0
57806,0
57807,1
57808,1
57809,1
57810,0
57811,1
57812,1
57813,0
57814,0
57815,0
57816,1
57817,0
57818,0
57819,0
57820,0
57821,0
57822,1
57823,0
57824,1
57825,1
57826,0
57827,0
57828,1
57829,1
57830,0
57831,1
57832,0
57833,1
57834,1
57835,1
57836,1
57837,0
57838,0
57839,0
57840,0
57841,1
57842,1
57843,0
57844,1
57845,0
57846,1
57847,0
57848,0
57849,0
57850,0
57851,1
57852,1
57853,1
57854,0
57855,0
57856,0
57857,1
57858,0
57859,0
57860,0
57861,0
57862,0
57863,1
57864,0
57865,1
57866,1
57867,1
57868,1
57869,1
57870,1
57871,1
57872,0
57873,1
57874,0
57875,0
57876,0
57877,1
57878,1
57879,0
57880,1
57881,1
57882,1
57883,0
57884,1
57885,1
57886,0
57887,1
57888,0
57889,0
57890,1
57891,0
57892,1
57893,0
57894,0
57895,1
57896,1
57897,1
57898,1
57899,1
57900,1
57901,1
57902,1
57903,0
57904,0
57905,1
57906,1
57907,1
57908,1
57909,1
57910,1
57911,0
57912,1
57913,1
57914,0
57915,0
57916,1
57917,0
57918,1
57919,1
57920,1
57921,1
57922,1
57923,1
57924,0
57925,0
57926,1
57927,0
57928,0
57929,0
57930,1
57931,1
57932,1
57933,1
57934,0
57935,1
57936,1
57937,0
57938,0
57939,0
57940,0
57941,1
57942,1
57943,1
57944,1
57945,0
57946,1
57947,0
57948,1
57949,1
57950,0
57951,0
57952,0
57953,0
57954,0
57955,1
57956,0
57957,1
57958,0
57959,1
57960,1
57961,0
57962,1
57963,1
57964,1
57965,0
57966,1
57967,1
57968,1
57969,1
57970,0
57971,1
57972,0
57973,1
57974,0
57975,1
57976,0
57977,0
57978,1
57979,1
57980,1
57981,0
57982,1
57983,0
57984,1
57985,1
57986,1
57987,0
57988,1
57989,1
57990,0
57991,1
57992,0
57993,0
57994,0
57995,0
57996,0
57997,1
57998,1
57999,0
58000,0
58001,0
58002,1
58003,1
58004,0
58005,1
58006,1
58007,1
58008,0
58009,0
58010,0
58011,1
58012,1
58013,1
58014,0
58015,1
58016,1
58017,0
58018,0
58019,0
58020,1
58021,0
58022,1
58023,0
58024,1
58025,0
58026,1
58027,1
58028,0
58029,1
58030,0
58031,1
58032,0
58033,1
58034,1
58035,1
58036,0
58037,0
58038,0
58039,1
58040,1
58041,0
58042,1
58043,1
58044,0
58045,0
58046,1
58047,1
58048,0
58049,1
58050,0
58051,1
58052,0
58053,1
58054,0
58055,0
58056,0
58057,0
58058,1
58059,1
58060,0
58061,0
58062,0
58063,1
58064,0
58065,1
58066,1
58067,0
58068,1
58069,1
58070,1
58071,0
58072,1
58073,0
58074,1
58075,1
58076,0
58077,0
58078,1
58079,0
58080,1
58081,0
58082,0
58083,0
58084,0
58085,1
58086,0
58087,1
58088,0
58089,0
58090,1
58091,1
58092,0
58093,1
58094,0
58095,0
58096,1
58097,0
58098,1
58099,1
58100,1
58101,1
58102,1
58103,1
58104,0
58105,0
58106,0
58107,1
58108,0
58109,0
58110,0
58111,1
58112,0
58113,0
58114,1
58115,1
58116,1
58117,1
58118,1
58119,0
58120,0
58121,1
58122,1
58123,1
58124,1
58125,0
58126,0
58127,0
58128,1
58129,1
58130,0
58131,0
58132,0
58133,0
58134,1
58135,1
58136,0
58137,0
58138,1
58139,1
58140,0
58141,0
58142,0
58143,1
58144,1
58145,1
58146,0
58147,1
58148,0
58149,0
58150,0
58151,0
58152,1
58153,1
58154,1
58155,0
58156,0
58157,0
58158,0
58159,1
58160,1
58161,0
58162,0
58163,1
58164,1
58165,0
58166,1
58167,0
58168,1
58169,0
58170,0
58171,0
58172,1
58173,0
58174,1
58175,1
58176,1
58177,0
58178,1
58179,0
58180,0
58181,0
58182,1
58183,1
58184,0
58185,0
58186,0
58187,0
58188,0
58189,0
58190,1
58191,1
58192,0
58193,0
58194,1
58195,1
58196,1
58197,1
58198,1
58199,0
58200,0
58201,1
58202,1
58203,1
58204,1
58205,1
58206,1
58207,1
58208,0
58209,1
58210,1
58211,1
58212,1
58213,1
58214,0
58215,0
58216,0
58217,0
58218,1
58219,0
58220,1
58221,0
58222,0
58223,0
58224,1
58225,0
58226,1
58227,1
58228,0
58229,1
58230,1
58231,1
58232,0
58233,1
58234,1
58235,1
58236,0
58237,0
58238,0
58239,0
58240,1
58241,0
58242,1
58243,1
58244,0
58245,1
58246,0
58247,0
58248,1
58249,1
58250,1
58251,0
58252,0
58253,1
58254,0
58255,1
58256,0
58257,1
58258,0
58259,1
58260,0
58261,0
58262,0
58263,0
58264,0
58265,1
58266,1
58267,0
58268,1
58269,1
58270,1
58271,1
58272,0
58273,1
58274,1
58275,1
58276,1
58277,0
58278,1
58279,1
58280,0
58281,0
58282,1
58283,1
58284,0
58285,1
58286,1
58287,1
58288,0
58289,1
58290,1
58291,0
58292,0
58293,0
58294,1
58295,1
58296,0
58297,1
58298,1
58299,1
58300,1
58301,1
58302,1
58303,0
58304,0
58305,1
58306,0
58307,1
58308,0
58309,1
58310,0
58311,0
58312,1
58313,0
58314,1
58315,1
58316,1
58317,1
58318,0
58319,0
58320,1
58321,1
58322,0
58323,0
58324,1
58325,0
58326,1
58327,1
58328,1
58329,0
58330,0
58331,0
58332,0
58333,1
58334,1
58335,0
58336,0
58337,0
58338,1
58339,0
58340,0
58341,0
58342,1
58343,0
58344,1
58345,0
58346,0
58347,1
58348,0
58349,0
58350,1
58351,0
58352,0
58353,1
58354,1
58355,0
58356,1
58357,0
58358,1
58359,0
58360,1
58361,0
58362,0
58363,0
58364,0
58365,1
58366,1
58367,1
58368,1
58369,0
58370,0
58371,1
58372,0
58373,1
58374,0
58375,1
58376,1
58377,0
58378,0
58379,1
58380,0
58381,0
58382,1
58383,1
58384,1
58385,0
58386,1
58387,1
58388,0
58389,0
58390,1
58391,1
58392,0
58393,1
58394,1
58395,1
58396,0
58397,1
58398,0
58399,1
58400,0
58401,0
58402,0
58403,1
58404,0
58405,0
58406,0
58407,0
58408,0
58409,0
58410,0
58411,1
58412,1
58413,0
58414,1
58415,1
58416,0
58417,1
58418,1
58419,0
58420,1
58421,1
58422,0
58423,0
58424,1
58425,0
58426,1
58427,0
58428,1
58429,0
58430,0
58431,0
58432,1
58433,1
58434,1
58435,1
58436,1
58437,0
58438,0
58439,1
58440,0
58441,1
58442,1
58443,0
58444,1
58445,1
58446,1
58447,0
58448,1
58449,1
58450,1
58451,0
58452,1
58453,1
58454,1
58455,0
58456,1
58457,1
58458,1
58459,1
58460,0
58461,1
58462,0
58463,1
58464,1
58465,0
58466,0
58467,1
58468,1
58469,1
58470,1
58471,0
58472,0
58473,0
58474,0
58475,0
58476,1
58477,0
58478,0
58479,0
58480,0
58481,0
58482,1
58483,0
58484,0
58485,0
58486,1
58487,1
58488,1
58489,1
58490,1
58491,1
58492,1
58493,1
58494,1
58495,1
58496,1
58497,1
58498,1
58499,1
58500,1
58501,1
58502,1
58503,0
58504,0
58505,1
58506,1
58507,1
58508,0
58509,1
58510,0
58511,0
58512,0
58513,0
58514,0
58515,0
58516,1
58517,0
58518,0
58519,0
58520,0
58521,0
58522,0
58523,1
58524,0
58525,0
58526,0
58527,1
58528,0
58529,0
58530,1
58531,1
58532,0
58533,1
58534,0
58535,1
58536,0
58537,1
58538,0
58539,0
58540,1
58541,0
58542,0
58543,1
58544,0
58545,0
58546,1
58547,1
58548,0
58549,1
58550,0
58551,1
58552,0
58553,1
58554,0
58555,1
58556,1
58557,1
58558,1
58559,0
58560,1
58561,1
58562,1
58563,1
58564,1
58565,1
58566,0
58567,0
58568,1
58569,1
58570,1
58571,1
58572,1
58573,0
58574,1
58575,1
58576,0
58577,1
58578,1
58579,0
58580,1
58581,1
58582,1
58583,0
58584,1
58585,1
58586,0
58587,0
58588,1
58589,0
58590,1
58591,1
58592,1
58593,0
58594,1
58595,0
58596,0
58597,1
58598,1
58599,0
58600,0
58601,0
58602,0
58603,0
58604,0
58605,0
58606,1
58607,0
58608,1
58609,1
58610,0
58611,0
58612,1
58613,1
58614,0
58615,1
58616,0
58617,0
58618,0
58619,0
58620,0
58621,0
58622,1
58623,0
58624,1
58625,0
58626,1
58627,0
58628,1
58629,0
58630,1
58631,0
58632,0
58633,1
58634,0
58635,0
58636,0
58637,0
58638,1
58639,1
58640,0
58641,0
58642,0
58643,0
58644,1
58645,1
58646,1
58647,1
58648,1
58649,0
58650,1
58651,0
58652,1
58653,0
58654,1
58655,1
58656,1
58657,1
58658,0
58659,0
58660,1
58661,0
58662,1
58663,1
58664,0
58665,0
58666,0
58667,0
58668,0
58669,1
58670,0
58671,1
58672,0
58673,0
58674,1
58675,1
58676,0
58677,1
58678,1
58679,0
58680,1
58681,0
58682,0
58683,0
58684,1
58685,1
58686,1
58687,0
58688,1
58689,1
58690,0
58691,0
58692,1
58693,0
58694,1
58695,0
58696,1
58697,0
58698,1
58699,0
58700,0
58701,1
58702,1
58703,1
58704,0
58705,0
58706,1
58707,1
58708,0
58709,0
58710,0
58711,0
58712,1
58713,0
58714,1
58715,0
58716,1
58717,1
58718,0
58719,1
58720,0
58721,1
58722,0
58723,1
58724,1
58725,0
58726,1
58727,0
58728,1
58729,0
58730,1
58731,0
58732,1
58733,0
58734,1
58735,0
58736,1
58737,1
58738,1
58739,0
58740,0
58741,0
58742,1
58743,0
58744,1
58745,1
58746,0
58747,0
58748,0
58749,0
58750,0
58751,0
58752,0
58753,0
58754,0
58755,1
58756,1
58757,0
58758,1
58759,0
58760,1
58761,1
58762,0
58763,0
58764,1
58765,1
58766,0
58767,1
58768,0
58769,0
58770,1
58771,0
58772,1
58773,0
58774,0
58775,1
58776,1
58777,0
58778,1
58779,0
58780,0
58781,1
58782,1
58783,0
58784,1
58785,0
58786,0
58787,1
58788,1
58789,1
58790,1
58791,1
58792,1
58793,1
58794,1
58795,0
58796,0
58797,0
58798,0
58799,1
58800,0
58801,0
58802,0
58803,1
58804,0
58805,1
58806,1
58807,0
58808,1
58809,0
58810,0
58811,1
58812,0
58813,0
58814,0
58815,1
58816,1
58817,0
58818,0
58819,0
58820,1
58821,0
58822,1
58823,0
58824,1
58825,1
58826,1
58827,0
58828,0
58829,1
58830,1
58831,1
58832,0
58833,1
58834,0
58835,1
58836,1
58837,0
58838,1
58839,0
58840,1
58841,1
58842,1
58843,1
58844,1
58845,0
58846,0
58847,0
58848,1
58849,0
58850,0
58851,0
58852,1
58853,0
58854,1
58855,0
58856,1
58857,0
58858,0
58859,0
58860,0
58861,1
58862,1
58863,0
58864,0
58865,0
58866,0
58867,1
58868,1
58869,1
58870,1
58871,0
58872,1
58873,0
58874,1
58875,0
58876,1
58877,1
58878,1
58879,0
58880,0
58881,0
58882,0
58883,1
58884,0
58885,0
58886,1
58887,0
58888,1
58889,0
58890,1
58891,0
58892,0
58893,1
58894,1
58895,1
58896,0
58897,1
58898,1
58899,0
58900,0
58901,1
58902,0
58903,1
58904,1
58905,1
58906,1
58907,0
58908,0
58909,0
58910,0
58911,1
58912,0
58913,1
58914,1
58915,1
58916,0
58917,1
58918,0
58919,0
58920,0
58921,1
58922,0
58923,0
58924,0
58925,1
58926,1
58927,1
58928,0
58929,1
58930,1
58931,1
58932,1
58933,1
58934,1
58935,1
58936,0
58937,1
58938,0
58939,0
58940,1
58941,0
58942,0
58943,1
58944,0
58945,1
58946,0
58947,1
58948,1
58949,1
58950,0
58951,1
58952,1
58953,0
58954,1
58955,0
58956,0
58957,0
58958,0
58959,0
58960,0
58961,1
58962,0
58963,1
58964,1
58965,1
58966,1
58967,0
58968,1
58969,0
58970,0
58971,1
58972,1
58973,0
58974,0
58975,0
58976,1
58977,1
58978,0
58979,0
58980,0
58981,0
58982,1
58983,0
58984,1
58985,0
58986,1
58987,1
58988,0
58989,0
58990,0
58991,0
58992,1
58993,0
58994,0
58995,1
58996,0
58997,1
58998,1
58999,0
59000,0
59001,1
59002,1
59003,0
59004,1
59005,1
59006,0
59007,0
59008,0
59009,1
59010,1
59011,1
59012,1
59013,1
59014,1
59015,1
59016,1
59017,0
59018,0
59019,1
59020,1
59021,1
59022,0
59023,1
59024,0
59025,0
59026,1
59027,0
59028,1
59029,0
59030,0
59031,0
59032,0
59033,1
59034,1
59035,0
59036,1
59037,1
59038,0
59039,1
59040,1
59041,0
59042,0
59043,1
59044,0
59045,1
59046,0
59047,0
59048,1
59049,0
59050,0
59051,1
59052,0
59053,1
59054,1
59055,0
59056,0
59057,0
59058,1
59059,1
59060,1
59061,1
59062,1
59063,0
59064,0
59065,1
59066,1
59067,0
59068,1
59069,0
59070,0
59071,0
59072,0
59073,1
59074,1
59075,0
59076,0
59077,0
59078,1
59079,1
59080,0
59081,1
59082,1
59083,1
59084,0
59085,0
59086,0
59087,1
59088,0
59089,1
59090,0
59091,1
59092,0
59093,0
59094,0
59095,0
59096,1
59097,0
59098,1
59099,0
59100,1
59101,1
59102,1
59103,1
59104,0
59105,0
59106,0
59107,0
59108,1
59109,0
59110,1
59111,1
59112,0
59113,1
59114,0
59115,0
59116,1
59117,0
59118,0
59119,1
59120,0
59121,0
59122,0
59123,1
59124,0
59125,0
59126,1
59127,0
59128,0
59129,0
59130,0
59131,1
59132,0
59133,0
59134,1
59135,1
59136,0
59137,0
59138,0
59139,1
59140,0
59141,0
59142,1
59143,0
59144,1
59145,1
59146,0
59147,1
59148,1
59149,0
59150,1
59151,1
59152,0
59153,0
59154,1
59155,0
59156,0
59157,0
59158,1
59159,0
59160,0
59161,1
59162,0
59163,0
59164,0
59165,0
59166,1
59167,0
59168,1
59169,1
59170,1
59171,1
59172,1
59173,1
59174,0
